NME_CONVOCATORIA	ANO_CONVO	COD_GRUPO_GR	NME_GRUPO_GR	FCREACION_GR	NME_MUNICIPIO_GR	NME_DEPARTAMENTO_GR	NME_PAIS_GR	NME_REGION_GR	COD_DANE_GR	ID_AREA_CON_GR	NME_AREA_GR	NME_GRAN_AREA_GR	NME_CLASIFICACION_GR	ORDEN_CLAS_GR	EDAD_ANOS_GR
Convocatoria 781 de 2017	1/01/2017	COL0151009	Contracampo: Grupo de Investigación Audiovisual	1/01/2014	Medellín	Antioquia	Colombia	Eje Cafetero	5001	5H	Periodismo y comunicaciones	Ciencias sociales	C	2	3
Convocatoria 781 de 2017	1/01/2017	COL0052495	CIMBIOS (Ciencia de Materiales Biológicos y Semiconductores)	1/01/1999	Bucaramanga	Santander	Colombia	Centro Oriente	68001	1C	Ciencias físicas	Ciencias naturales	A	4	18
Convocatoria 781 de 2017	1/01/2017	COL0040153	Grupo de Investigacion en Adaptaciones al Ejercicio y a la Hipoxia	1/01/2000	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1F	Ciencias biológicas	Ciencias naturales	C	2	17
Convocatoria 781 de 2017	1/01/2017	COL0008853	Grupo de Investigaciones Históricas en Educación e Identidad Nacional (GIHEIN)	1/05/1996	Barranquilla	Atlántico	Colombia	Caribe	8001	6A	Historia y arqueología	Humanidades	A	4	21
Convocatoria 781 de 2017	1/01/2017	COL0119155	Grupo de Investigación Aplicada en Señales y Sistemas (GUIAS)	1/01/2010	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	B	3	7
Convocatoria 781 de 2017	1/01/2017	COL0028598	Estudios críticos de las organizaciones y el trabajo	1/10/2000	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5A	Psicología	Ciencias sociales	A	4	17
Convocatoria 781 de 2017	1/01/2017	COL0007865	Biología y Control de Enfermedades Infecciosas	1/06/1989	Medellín	Antioquia	Colombia	Eje Cafetero	5001	1F	Ciencias biológicas	Ciencias naturales	A1	5	28
Convocatoria 781 de 2017	1/01/2017	COL0045024	Intersubjetividad en educación superior	1/11/2002	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5A	Psicología	Ciencias sociales	A1	5	15
Convocatoria 781 de 2017	1/01/2017	COL0143393	Evolución y Sistemática Tropical	1/01/2013	Sincelejo	Sucre	Colombia	Caribe	70001	1F	Ciencias biológicas	Ciencias naturales	C	2	4
Convocatoria 781 de 2017	1/01/2017	COL0010842	Grupo de Películas Delgadas	1/03/1982	Cali	Valle del Cauca	Colombia	Pacífico	76001	1C	Ciencias físicas	Ciencias naturales	A1	5	35
Convocatoria 781 de 2017	1/01/2017	COL0014064	GEBIOMIC (Genética y Bioquímica de Microorganismos)	1/04/1993	Medellín	Antioquia	Colombia	Eje Cafetero	5001	1F	Ciencias biológicas	Ciencias naturales	B	3	24
Convocatoria 781 de 2017	1/01/2017	COL0045552	Grupo de Investigaciones en Transporte TRANVIA	1/03/2002	Barranquilla	Atlántico	Colombia	Caribe	8001	2A	Ingeniería civil	Ingeniería y tecnología	A1	5	15
Convocatoria 781 de 2017	1/01/2017	COL0060969	Postura y Movimiento Corporal (Poymocor)	1/09/2005	Barranquilla	Atlántico	Colombia	Caribe	8001	3C	Ciencias de la salud	Ciencias médicas y de la salud	C	2	12
Convocatoria 781 de 2017	1/01/2017	COL0004148	Educación en Ambientes Virtuales	1/04/1998	Medellín	Antioquia	Colombia	Eje Cafetero	5001	6E	Otras humanidades	Humanidades	B	3	19
Convocatoria 781 de 2017	1/01/2017	COL0000176	APROVECHAMIENTO DE SUBPRODUCTOS, RESIDUOS Y DESECHOS AGROINDUSTRIALES	1/01/2000	Popayán	Cauca	Colombia	Pacífico	19001	1F	Ciencias biológicas	Ciencias naturales	B	3	17
Convocatoria 781 de 2017	1/01/2017	COL0015016	Producción, apropiación y circulación de saberes PROCIRCAS	1/06/2000	Medellín	Antioquia	Colombia	Eje Cafetero	5001	6A	Historia y arqueología	Humanidades	B	3	17
Convocatoria 781 de 2017	1/01/2017	COL0179233	"Grupo de Investigación en Gestión de la Innovación ""El Patio"""	1/02/2014	Cartagena de Indias	Bolívar	Colombia	Caribe	13001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	Reconocido	0	3
Convocatoria 781 de 2017	1/01/2017	COL0103665	Grupo de Estudios en Síntesis y Aplicaciones de Compuestos Heterocíclicos (GESACH)	1/04/2009	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1D	Ciencias químicas	Ciencias naturales	C	2	8
Convocatoria 781 de 2017	1/01/2017	COL0158799	LACSER - Laboratory for Advanced Computational Science and Engineering Research	1/10/2012	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1B	Computación y ciencias de la información	Ciencias naturales	B	3	5
Convocatoria 781 de 2017	1/01/2017	COL0154397	Teorías y praxis contemporáneas de la política 	1/07/2014	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	6E	Otras humanidades	Humanidades	C	2	3
Convocatoria 781 de 2017	1/01/2017	COL0079819	RISE	1/01/2008	Medellín	Antioquia	Colombia	Eje Cafetero	5001	5B	Economía y negocios	Ciencias sociales	A1	5	9
Convocatoria 781 de 2017	1/01/2017	COL0034479	Radiología	1/08/2004	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3B	Medicina clínica	Ciencias médicas y de la salud	A	4	13
Convocatoria 781 de 2017	1/01/2017	COL0017478	TICSw: Tecnologías de Información y Construcción de Software	1/06/2002	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1B	Computación y ciencias de la información	Ciencias naturales	A1	5	15
Convocatoria 781 de 2017	1/01/2017	COL0019991	Carlos Finlay	1/06/2000	Neiva	Huila	Colombia	Centro Sur	41001	3C	Ciencias de la salud	Ciencias médicas y de la salud	A1	5	17
Convocatoria 781 de 2017	1/01/2017	COL0075444	Administración Social 	1/01/2006	Barranquilla	Atlántico	Colombia	Caribe	8001	5B	Economía y negocios	Ciencias sociales	A	4	11
Convocatoria 781 de 2017	1/01/2017	COL0051943	GEOLOGÍA	1/03/2001	Manizales	Caldas	Colombia	Eje Cafetero	17001	1E	Ciencias de la tierra y medioambientales	Ciencias naturales	C	2	16
Convocatoria 781 de 2017	1/01/2017	COL0146509	GRUPO DE FÍSICA DE MATERIALES INORGÁNICOS Y ORGÁNICOS - FMIO	1/08/2003	Armenia	Quindío	Colombia	Eje Cafetero	63001	1C	Ciencias físicas	Ciencias naturales	C	2	14
Convocatoria 781 de 2017	1/01/2017	COL0008639	Grupo de Inmunología Celular e Inmunogenética	1/01/1985	Medellín	Antioquia	Colombia	Eje Cafetero	5001	3B	Medicina clínica	Ciencias médicas y de la salud	A1	5	32
Convocatoria 781 de 2017	1/01/2017	COL0126928	Grupo de Investigación en Biología Matemática y Matemática Aplicada (GIBIMMA)	1/01/2011	Pasto	Nariño	Colombia	Pacífico	52001	1A	Matemática	Ciencias naturales	C	2	6
Convocatoria 781 de 2017	1/01/2017	COL0011474	Flexibilización Laboral	1/07/2001	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5E	Derecho	Ciencias sociales	C	2	16
Convocatoria 781 de 2017	1/01/2017	COL0007139	Abastecimiento de Agua	1/06/1990	Cali	Valle del Cauca	Colombia	Pacífico	76001	2G	Ingeniería ambiental	Ingeniería y tecnología	C	2	27
Convocatoria 781 de 2017	1/01/2017	COL0067709	"SISTEMAS INTELIGENTES   Y NUEVAS TECNOLOGIAS ""SINT"""	1/01/2007	Barranquilla	Atlántico	Colombia	Caribe	8001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	A	4	10
Convocatoria 781 de 2017	1/01/2017	COL0009832	Grupo de Investigación en Gestión y Modelación Ambiental (GAIA)	1/04/1993	Medellín	Antioquia	Colombia	Eje Cafetero	5001	1E	Ciencias de la tierra y medioambientales	Ciencias naturales	A1	5	24
Convocatoria 781 de 2017	1/01/2017	COL0004899	FAUNA SILVESTRE	1/01/1997	Florencia	Caquetá	Colombia	Centro Sur	18001	1F	Ciencias biológicas	Ciencias naturales	B	3	20
Convocatoria 781 de 2017	1/01/2017	COL0066721	GRUPO DE ANÁLISIS CONTABLE, ECONOMICO & FINANCIERO GACEF	1/06/2004	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5B	Economía y negocios	Ciencias sociales	B	3	13
Convocatoria 781 de 2017	1/01/2017	COL0025694	Biología de Páramos y Ecosistemas Andinos	1/01/2002	Pasto	Nariño	Colombia	Pacífico	52001	1F	Ciencias biológicas	Ciencias naturales	C	2	15
Convocatoria 781 de 2017	1/01/2017	COL0047172	Grupo de Investigación de Biología de la Universidad El Bosque (GRIB)	1/07/2005	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1F	Ciencias biológicas	Ciencias naturales	A	4	12
Convocatoria 781 de 2017	1/01/2017	COL0069231	Psicología, Ciclo Vital y Derechos	1/01/2002	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5A	Psicología	Ciencias sociales	B	3	15
Convocatoria 781 de 2017	1/01/2017	COL0017496	CIMOC	1/06/1996	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2A	Ingeniería civil	Ingeniería y tecnología	A1	5	21
Convocatoria 781 de 2017	1/01/2017	COL0046237	GIOD	1/08/2002	Pasto	Nariño	Colombia	Pacífico	52001	3B	Medicina clínica	Ciencias médicas y de la salud	B	3	15
Convocatoria 781 de 2017	1/01/2017	COL0034469	METODOS EN BIOESTADISTICA	1/04/2003	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1F	Ciencias biológicas	Ciencias naturales	B	3	14
Convocatoria 781 de 2017	1/01/2017	COL0074634	Biología Evolutiva de Vertebrados	1/07/2006	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1F	Ciencias biológicas	Ciencias naturales	A1	5	11
Convocatoria 781 de 2017	1/01/2017	COL0052762	Ergonomía, producto y significado- GEPS	1/08/2005	Bucaramanga	Santander	Colombia	Centro Oriente	68001	5I	Otras ciencias sociales	Ciencias sociales	B	3	12
Convocatoria 781 de 2017	1/01/2017	COL0151223	TRANSFORMACIÓN EDUCATIVA Y SOCIAL  - TES	1/01/2014	Barranquilla	Atlántico	Colombia	Caribe	8001	5C	Ciencias de la educación	Ciencias sociales	C	2	3
Convocatoria 781 de 2017	1/01/2017	COL0023063	CREAR - Grupo de Investigación en Derecho Público y Económico	1/07/2001	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5E	Derecho	Ciencias sociales	A	4	16
Convocatoria 781 de 2017	1/01/2017	COL0076853	Agricultura Sostenible	1/01/2002	Montería	Córdoba	Colombia	Caribe	23001	4A	Agricultura, silvicultura y pesca	Ciencias agrícolas	Reconocido	0	15
Convocatoria 781 de 2017	1/01/2017	COL0027545	Enseñanza del Lenguaje-ELECDIS	1/02/2000	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	6B	Idiomas y literatura	Humanidades	A	4	17
Convocatoria 781 de 2017	1/01/2017	COL0068753	Gema	1/08/2004	Pereira	Risaralda	Colombia	Eje Cafetero	66001	1A	Matemática	Ciencias naturales	Reconocido	0	13
Convocatoria 781 de 2017	1/01/2017	COL0031449	Alimentos y Agroindustria	1/01/2002	Manizales	Caldas	Colombia	Eje Cafetero	17001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	A1	5	15
Convocatoria 781 de 2017	1/01/2017	COL0004193	Centro de Estudios  en Medición de la Actividad Fisica (CEMA)	1/05/1999	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3C	Ciencias de la salud	Ciencias médicas y de la salud	B	3	18
Convocatoria 781 de 2017	1/01/2017	COL0020894	UNIVERSIDAD PARALELA	1/01/2002	Riohacha	La Guajira	Colombia	Caribe	44001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	A	4	15
Convocatoria 781 de 2017	1/01/2017	COL0072596	Ecuaciones Diferenciales y Analisis Difuso	1/11/2002	Bucaramanga	Santander	Colombia	Centro Oriente	68001	1A	Matemática	Ciencias naturales	A	4	15
Convocatoria 781 de 2017	1/01/2017	COL0049041	GRUPO DE INVESTIGACIÓN EN ORNITOLOGÍA	1/12/1990	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1F	Ciencias biológicas	Ciencias naturales	C	2	27
Convocatoria 781 de 2017	1/01/2017	COL0012613	OSIRIS & BIOAXIS	1/08/2002	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2A	Ingeniería civil	Ingeniería y tecnología	B	3	15
Convocatoria 781 de 2017	1/01/2017	COL0021828	FISICA DE MATERIALES	1/06/2003	Tunja	Boyacá	Colombia	Centro Oriente	15001	1C	Ciencias físicas	Ciencias naturales	A1	5	14
Convocatoria 781 de 2017	1/01/2017	COL0020089	GITOUC Grupo interdisciplinario de investigaciones y tratamientos odontológicos Universidad de Cartagena	1/09/2003	Cartagena de Indias	Bolívar	Colombia	Caribe	13001	3B	Medicina clínica	Ciencias médicas y de la salud	A	4	14
Convocatoria 781 de 2017	1/01/2017	COL0011339	Grupo de investigación en Logística y Producción - Universidad del Valle	1/08/2000	Cali	Valle del Cauca	Colombia	Pacífico	76001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	A	4	17
Convocatoria 781 de 2017	1/01/2017	COL0023045	SOCRATES (Tecnología de punta en ingeniería y ciencias de la computación)	1/07/2001	Montería	Córdoba	Colombia	Caribe	23001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	B	3	16
Convocatoria 781 de 2017	1/01/2017	COL0029782	Agroindustria de frutas tropicales	1/02/2000	Armenia	Quindío	Colombia	Eje Cafetero	63001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	A	4	17
Convocatoria 781 de 2017	1/01/2017	COL0070484	Grupo de Investigación de Estudios Internacionales	1/06/2007	Medellín	Antioquia	Colombia	Eje Cafetero	5001	5B	Economía y negocios	Ciencias sociales	B	3	10
Convocatoria 781 de 2017	1/01/2017	COL0016149	Simulación de Sistemas Físicos	1/01/1995	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1C	Ciencias físicas	Ciencias naturales	A	4	22
Convocatoria 781 de 2017	1/01/2017	COL0056939	Gestión de Sistemas Eléctricos, Electrónicos y Automáticos	1/04/2006	Pereira	Risaralda	Colombia	Eje Cafetero	66001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	B	3	11
Convocatoria 781 de 2017	1/01/2017	COL0009609	Grupo de Investigación en Control, Electrónica, Modelado y Simulación - CEMOS	1/01/2001	Bucaramanga	Santander	Colombia	Centro Oriente	68001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	A1	5	16
Convocatoria 781 de 2017	1/01/2017	COL0036301	GRUPO DE GEOTECNIA	1/01/2003	Medellín	Antioquia	Colombia	Eje Cafetero	5001	2A	Ingeniería civil	Ingeniería y tecnología	A1	5	14
Convocatoria 781 de 2017	1/01/2017	COL0111148	GRUPO DE INVESTIGACIÓN EN RADIOLOGÍA E IMÁGENES DIAGNÓSTICAS (GRID)	1/03/2010	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3B	Medicina clínica	Ciencias médicas y de la salud	B	3	7
Convocatoria 781 de 2017	1/01/2017	COL0041259	CENIT	1/06/2003	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1E	Ciencias de la tierra y medioambientales	Ciencias naturales	B	3	14
Convocatoria 781 de 2017	1/01/2017	COL0088694	AREA VERDE	1/03/2011	Fusagasugá	Cundinamarca	Colombia	Centro Oriente	25290	4E	Otras ciencias agrícolas	Ciencias agrícolas	A	4	6
Convocatoria 781 de 2017	1/01/2017	COL0102908	Arte Danzario	1/02/2005	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	6D	Arte	Humanidades	C	2	12
Convocatoria 781 de 2017	1/01/2017	COL0117778	Grupo de Investigación Observatorio del Delito - OBSER DIJIN	1/04/2009	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5A	Psicología	Ciencias sociales	C	2	8
Convocatoria 781 de 2017	1/01/2017	COL0030326	PRODUCCIÓN ANIMAL SOSTENIBLE	1/01/1996	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	4B	Ciencias animales y lechería	Ciencias agrícolas	A1	5	21
Convocatoria 781 de 2017	1/01/2017	COL0008503	Grupo de Física de Nuevos Materiales	1/02/2000	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1C	Ciencias físicas	Ciencias naturales	A1	5	17
Convocatoria 781 de 2017	1/01/2017	COL0072747	Biotecnología, Calidad Medioambiental y Seguridad Agroalimentaria (BICAMSA)	1/08/2005	Popayán	Cauca	Colombia	Pacífico	19001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	A1	5	12
Convocatoria 781 de 2017	1/01/2017	COL0077028	Desarrollo Regional -IDER-	1/02/2000	Pasto	Nariño	Colombia	Pacífico	52001	5B	Economía y negocios	Ciencias sociales	C	2	17
Convocatoria 781 de 2017	1/01/2017	COL0009538	Grupo de Investigación en Ciencia Política	1/01/2000	Bucaramanga	Santander	Colombia	Centro Oriente	68001	5F	Ciencias políticas	Ciencias sociales	B	3	17
Convocatoria 781 de 2017	1/01/2017	COL0072916	Grupo de Investigación: Materiales y Medio Ambiente (GIMMA)	1/12/2008	Palmira	Valle del Cauca	Colombia	Pacífico	76520	2E	Ingeniería de los materiales	Ingeniería y tecnología	A	4	9
Convocatoria 781 de 2017	1/01/2017	COL0082009	Gestión y Competitividad de las Organizaciones	1/07/2008	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5B	Economía y negocios	Ciencias sociales	B	3	9
Convocatoria 781 de 2017	1/01/2017	COL0035725	Educaciòn Fìsica y Desarrollo Humano	1/01/2002	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5C	Ciencias de la educación	Ciencias sociales	B	3	15
Convocatoria 781 de 2017	1/01/2017	COL0008109	Grupo de Entomología Médica de la Universidad de Antioquia	1/07/1998	Medellín	Antioquia	Colombia	Eje Cafetero	5001	3B	Medicina clínica	Ciencias médicas y de la salud	Reconocido	0	19
Convocatoria 781 de 2017	1/01/2017	COL0040888	Administración y Gerencia del Talento Humano	1/01/2005	Manizales	Caldas	Colombia	Eje Cafetero	17001	5B	Economía y negocios	Ciencias sociales	A1	5	12
Convocatoria 781 de 2017	1/01/2017	COL0006509	GRUPO DE SISTEMAS EXPERTOS Y SIMULACIÓN	1/05/2001	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	A	4	16
Convocatoria 781 de 2017	1/01/2017	COL0056556	DERECHO LABORAL, ECONÓMICO & ESTADO	1/01/2006	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5E	Derecho	Ciencias sociales	B	3	11
Convocatoria 781 de 2017	1/01/2017	COL0141399	Grupo de investigación en ciencias con aplicaciones tecnologicas (GI-CAT)	1/08/2011	Cali	Valle del Cauca	Colombia	Pacífico	76001	1D	Ciencias químicas	Ciencias naturales	C	2	6
Convocatoria 781 de 2017	1/01/2017	COL0014378	PIFIL	1/12/1995	Pasto	Nariño	Colombia	Pacífico	52001	4A	Agricultura, silvicultura y pesca	Ciencias agrícolas	C	2	22
Convocatoria 781 de 2017	1/01/2017	COL0051264	"Electronica, Telecomunicaciones e Informatica con Oportunidad y Servicio ""ETICOS"""	1/01/2002	Quibdó	Chocó	Colombia	Pacífico	27001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	Reconocido	0	15
Convocatoria 781 de 2017	1/01/2017	COL0025139	grupo de investigación en biotecnología vegetal de la universidad de sucre	1/12/2000	Sincelejo	Sucre	Colombia	Caribe	70001	1F	Ciencias biológicas	Ciencias naturales	C	2	17
Convocatoria 781 de 2017	1/01/2017	COL0014082	Microbiología y Nutrición Animal del Trópico	1/01/1996	Mosquera	Cundinamarca	Colombia	Centro Oriente	25473	4A	Agricultura, silvicultura y pesca	Ciencias agrícolas	A1	5	21
Convocatoria 781 de 2017	1/01/2017	COL0022905	GINNOVA	1/02/2000	Ibagué	Tolima	Colombia	Centro Sur	73001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	B	3	17
Convocatoria 781 de 2017	1/01/2017	COL0058381	COLECTIVO DE ESTUDIOS POSCOLONIALES/DECOLONIALES EN/DE AMERICA LATINA	1/01/2006	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5E	Derecho	Ciencias sociales	C	2	11
Convocatoria 781 de 2017	1/01/2017	COL0013218	Lenguaje y Educación	1/01/1992	Barranquilla	Atlántico	Colombia	Caribe	8001	6B	Idiomas y literatura	Humanidades	A1	5	25
Convocatoria 781 de 2017	1/01/2017	COL0169881	Diseño y Optimización Aplicada (DOA)	1/03/2010	Medellín	Antioquia	Colombia	Eje Cafetero	5001	2C	Ingeniería mecánica	Ingeniería y tecnología	A	4	7
Convocatoria 781 de 2017	1/01/2017	COL0057919	DESAFIOS ARQUEOLOGICOS: MEMORIA, PATRIMONIO Y PODER	1/01/1998	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	6A	Historia y arqueología	Humanidades	C	2	19
Convocatoria 781 de 2017	1/01/2017	COL0096776	Imark - Grupo de Investigación en Marketing	1/12/2008	Medellín	Antioquia	Colombia	Eje Cafetero	5001	5B	Economía y negocios	Ciencias sociales	B	3	9
Convocatoria 781 de 2017	1/01/2017	COL0044582	Insectos de Colombia	1/07/1996	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1F	Ciencias biológicas	Ciencias naturales	B	3	21
Convocatoria 781 de 2017	1/01/2017	COL0067399	GRUPO DE VARIACIONES ANATOMICAS UNAB	1/02/2003	Floridablanca	Santander	Colombia	Centro Oriente	68276	3B	Medicina clínica	Ciencias médicas y de la salud	C	2	14
Convocatoria 781 de 2017	1/01/2017	COL0045202	Estudios del Discurso	1/07/2003	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5C	Ciencias de la educación	Ciencias sociales	A1	5	14
Convocatoria 781 de 2017	1/01/2017	COL0066768	Estudios Internacionales y Políticos	1/08/2006	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5F	Ciencias políticas	Ciencias sociales	C	2	11
Convocatoria 781 de 2017	1/01/2017	COL0000059	Centro de Investigaciones Odontológicas	1/10/1996	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3B	Medicina clínica	Ciencias médicas y de la salud	A1	5	21
Convocatoria 781 de 2017	1/01/2017	COL0066454	PCM Computational Applications	1/01/2006	Manizales	Caldas	Colombia	Eje Cafetero	17001	1B	Computación y ciencias de la información	Ciencias naturales	A1	5	11
